location,text,hashtags,tweetcreatedts
New York City,"Wisconsin opens field hospital at state fairgrounds:

Governor Evers: “We hoped this day wouldn’t come, but Wisconsin is in a much different, more dire place today. Our healthcare systems are beginning to become overwhelmed by the surge of COVID-19 cases.”
https://t.co/WTTWlb5gVR",[],2020-10-07 18:52:14
"Miami, FL","🦠 Covid-19 may have become more contagious as it mutated

🇺🇸 One variant of #coronavirus is now one of the most dominant in Houston accounting for 99.9% of cases there

😷 By failing to control the spread of #COVID19, it's able to mutate faster

~thread

https://t.co/B6aVnKEOvP","[{'text': 'coronavirus', 'indices': [91, 103]}]",2020-10-07 18:52:11
"Chicago, IL",Medtech innovation in the time of COVID-19 #MedTech #innovation via https://t.co/pRYbKwYtS0 https://t.co/8ZapoFaBZ0,"[{'text': 'MedTech', 'indices': [43, 51]}, {'text': 'innovation', 'indices': [52, 63]}]",2020-10-07 18:52:10
"Chicago, IL","‼️&gt;200,000 Americans are dead, and much of the country is a #coronavirus hot zone.

@JoeBiden is the antidote to @realDonaldTrump’s utter devastation. Joe believes in #science and speaks the TRUTH.🇺🇸💙

#TrumpDevastation @MeidasTouch #BidenHarris2020 #VOTE
https://t.co/VkJ8MPqYaV","[{'text': 'coronavirus', 'indices': [82, 94]}]",2020-10-07 18:52:09
"Lake Balboa, Los Angeles",Jurassic World: Dominion pauses shooting due to positive Covid-19 tests https://t.co/bJTthBX5jX,[],2020-10-07 18:52:09
"New York, USA","Beware Emails Discussing President Trump’s Health – Many Are Disguised Cyberattacks

https://t.co/aMe7Ww68ao #CyberSecurity #COVID19 #Covid #Covid_19 #TechNews  #PresidentTrump #News #USA #politics #scamalert #phishing #infosec #security #malware #coronavirus #corona #health",[],2020-10-07 18:52:09
New York,"The President's tweet saying, ""Don't be afraid of Covid. Don't let it dominate your life,"" left many friends and families of Covid-19 victims disgusted and angered. https://t.co/8sYrxIUKVX",[],2020-10-07 18:52:09
"Amherst, NY- Los Angeles, Ca","Pence's negative COVID-19 test could be ""meaningless,"" doctor warns ahead of VP debate https://t.co/ow9tEjybJk",[],2020-10-07 18:52:08
"#Chicagoland, MotherEarth","I just did a thread on how none of Trump's aides are willing to stand up to him. Now we're told that—while under the influence of COVID-19, experimental drugs, and steroids—he could issue an order that can't be countermanded while not in his right mind. 😳 https://t.co/WqbNuPXv2d",[],2020-10-07 18:52:03
New York City,“Don’t let it dominate your life” https://t.co/rMk8acDGAL,[],2020-10-07 18:52:01
Chicago,"Now a COVID-19 hotspot, White House struggles to work https://t.co/9BqOpWTVRt",[],2020-10-07 18:51:55
"Chicago, IL","in 3 years this woman steered NZ through a horrific terrorist attack, showing empathy and compassion; a devastating volcanic eruption; and handled COVID-19 perfectly. she really is absolutely remarkable. 👏 https://t.co/usriPoU8Gr",[],2020-10-07 18:51:54
"Albany, New York","Full video Part 2: Deploying a COVID-19 Vaccine | Sustainable Development Impact Summit 2020
https://t.co/UKeNQQOBnw",[],2020-10-07 18:51:54
Los Angeles,Trump free of Covid-19 (Chinese Plague) shows NO symptoms of the disease!  Prayers work! https://t.co/g3YnaCrZzM https://t.co/B31jqROeQ3,[],2020-10-07 18:51:48
"Los Angeles, California ",#BREAKING Staff member for Gov. Newsom tests positive for COVID-19 https://t.co/cZ1QjSpk8U,"[{'text': 'BREAKING', 'indices': [10, 19]}]",2020-10-07 18:51:47
"San Francisco, Ca",A member of Gov. Newsom’s office staff tested positive for COVID-19 https://t.co/FhSOozx2a9 https://t.co/WJ48mMVjIH,[],2020-10-07 18:51:45
New York City,"Without the ACA, contracting COVID-19 could become a preexisting condition that bars you from getting health coverage.

Taking health care away from COVID-19 survivors is cruel and absurd - but could be a reality if Trump’s Supreme Court nominee is confirmed. #WhatsAtStake",[],2020-10-07 18:51:39
"Brooklyn, New York, USA","I was curious about other world leaders who had Covid, posting just in case anybody else was too! 

https://t.co/63YoDhtD2x",[],2020-10-07 18:51:39
"Los Angeles, California",Amy Coney Barrett Exposed Her Kids to COVID-19. Black Moms Have Been Jailed for Less. https://t.co/MMO5stsuZT,[],2020-10-07 18:51:36
new york..where else?,"ATTN: The Admin and GOP want you to be distracted.

Keep Protesting against the Supreme Court seat.
Keep getting Everyone to Vote, and Vote Early.
Keep Fighting for Justice Now.

""For the GOP, entrenching minority rule is more important than human life.""

 https://t.co/MlDVwyLIl1",[],2020-10-07 18:51:35
On a block next to Chicago,"Wisconsin opens field hospital at state fairgrounds:

Governor Evers: “We hoped this day wouldn’t come, but Wisconsin is in a much different, more dire place today. Our healthcare systems are beginning to become overwhelmed by the surge of COVID-19 cases.”
https://t.co/WTTWlb5gVR",[],2020-10-07 18:51:35
Los Angeles,"@realDonaldTrump Actually 210,000 families who lost loved ones to COVID-19 might say the BIGGEST scandal was LYING about the deadly, airborne nature of the virus to keep markets from panicking, and resulted in genocide.

You should be forced to RESIGN.",[],2020-10-07 18:51:34
"New York, NY",How well does plexiglass defend against COVID-19? VP debate shields raise questions https://t.co/VG44LccVc0,[],2020-10-07 18:51:31
"New York, NY","The travel industry has been one of the hardest hit by #pandemic changes. Check out how hotels and their policies have changed, then read up on a few tips for choosing the right place to stay. https://t.co/ox04gwVkZk","[{'text': 'pandemic', 'indices': [55, 64]}]",2020-10-07 18:51:29
chicago,We are #Trumping baby!  @realDonaldTrump voters are making our move!  Covid-19 and @JoeBiden is about to get slammed! https://t.co/TedJc0QPNg,"[{'text': 'Trumping', 'indices': [27, 36]}]",2020-10-07 18:51:25
"Arts District, Los Angeles, CA","Air pollution has been linked to increased spread and impact of COVID-19 and other respiratory diseases. 
📲 Today, on @CleanAirDay, and every day, take action to protect public health when you make your #CleanAirDayCA pledge: https://t.co/v02yZkfHsD https://t.co/t9pUSTK2iY",[],2020-10-07 18:51:15
"🍷🍇Country,New York State","@realDonaldTrump Actually 210,000 families who lost loved ones to COVID-19 might say the BIGGEST scandal was LYING about the deadly, airborne nature of the virus to keep markets from panicking, and resulted in genocide.

You should be forced to RESIGN.",[],2020-10-07 18:51:14
"Los Angeles, CA","• Trump has severe COVID-19 by virtue of him getting a powerful steroid.
• Trump suffered labored breathing on his walk up the White House steps Monday night after leaving hospital.
• Sudden deterioration of Trump's health is still possible 
https://t.co/5PDI7Ae3jt",[],2020-10-07 18:51:09
"San Francisco, CA",Staff member for Gov. Gavin Newsom tests positive for COVID-19 https://t.co/kOY4ZD3aIB,[],2020-10-07 18:51:05
New York and the World,"LATEST: Trump has been free of Covid-19 symptoms for more than 24 hours as of Wednesday, and without a fever for more than four days, the White House physician said https://t.co/GOQO8F8UOo",[],2020-10-07 18:51:03
los angeles downtown metro,Rudy Giuliani says he's taking hydroxychloroquine to fend off COVID-19 https://t.co/dYx6Xbo8ZC,[],2020-10-07 18:51:01
"Los Angeles, CA","‼️&gt;200,000 Americans are dead, and much of the country is a #coronavirus hot zone.

@JoeBiden is the antidote to @realDonaldTrump’s utter devastation. Joe believes in #science and speaks the TRUTH.🇺🇸💙

#TrumpDevastation @MeidasTouch #BidenHarris2020 #VOTE
https://t.co/VkJ8MPqYaV","[{'text': 'coronavirus', 'indices': [82, 94]}]",2020-10-07 18:51:00
"New York, USA",#BREAKING: Binghamton University will temporarily pause in-person classes and activities to limit the spread of COVID-19 as cases on campus near the state's threshold for moving classes online. https://t.co/ESZ84qGwi5,"[{'text': 'BREAKING', 'indices': [16, 25]}]",2020-10-07 18:50:59
"New York, NY","How can people get treatment for #COVID19 and other diseases when half of the world’s population lacks access to health care? 

There are over 35M cases &amp; 1M deaths. Access to healthcare, treatment &amp; vaccines = global public good. #leavenoonebehind

https://t.co/IUWpwVjIvO https://t.co/7fYLV9zmvr","[{'text': 'COVID19', 'indices': [33, 41]}, {'text': 'leavenoonebehind', 'indices': [239, 256]}]",2020-10-07 18:50:56
"New York, NY","Bills coach Sean McDermott said he's not focusing on the latest developments with the Titans' COVID-19 cases as he preps for Sunday's game.

https://t.co/bcarzX3Dl0",[],2020-10-07 18:50:55
"Chicago, IL",Lindsey Graham urges Trump to consider bipartisan COVID-19 relief package https://t.co/DhCHagRhWE https://t.co/ybP6w2YNGP,[],2020-10-07 18:50:54
"San Francisco, CA","Where COVID-19 stimulus relief bill stands after Trump, and what it means for you: FAQs https://t.co/eLVOSzOjqr https://t.co/0EPmATkCeG",[],2020-10-07 18:50:51
"New York, USA  🇺🇸 ",California Governor's Staff Member Positive for COVID-19 https://t.co/HmXCseuTKT,[],2020-10-07 18:50:51
"Washington, DC via Miami",Poll: 74 percent of voters want Senate to take on COVID-19 relief before SCOTUS nominee https://t.co/sRBRRKy9ky https://t.co/c8Le58UhjW,[],2020-10-07 18:50:50
"New York, NY","U.S. Rep. Lamborn (R-Colo.) staffers in D.C. test positive for COVID-19, sources say https://t.co/PLa4FGMKXf",[],2020-10-07 18:50:50
Los Angeles / 818,"Milan Skriniar has tested positive to Covid-19, Inter announced. #Inter","[{'text': 'Inter', 'indices': [85, 91]}]",2020-10-07 18:50:44
"New York, NY","""My mom died from COVID-19 with strangers at her side"" https://t.co/hkdN3vkqzp",[],2020-10-07 18:50:44
New York City,"""Misinformation related to President Trump's COVID-19 diagnosis has swarmed social media and the broader web since Friday, with claims that Trump is faking his illness gaining particular traction..."" https://t.co/5YKaN2SPb1",[],2020-10-07 18:50:43
Los Angeles,"@paulsperry_ that is why we, the American people, need to know the dates and results of all of Trumps covid 19 tests for the last month.",[],2020-10-07 18:50:42
New York and Geneva,"INEW's latest bulletin is out, with commentary on #explosiveweapons &amp; the #NagornoKarabakh conflict, new data on #Covid_19 &amp; the #globalceasefire, and upcoming events. Read here ➡️ https://t.co/OY4yLg8xwG

And if you're not already subscribed, sign up! 👉 https://t.co/Cqb6DyXiZF","[{'text': 'explosiveweapons', 'indices': [71, 88]}, {'text': 'NagornoKarabakh', 'indices': [99, 115]}]",2020-10-07 18:50:39
"Miami, Florida","After helping more than 250,000 people keep their jobs by issuing federal loans across #SouthFlorida, @CityNationalFL created a $1 million fund to support local organizations addressing the impacts of #coronavirus. @DLasAmericas https://t.co/I8VBfuhU29","[{'text': 'SouthFlorida', 'indices': [87, 100]}, {'text': 'coronavirus', 'indices': [201, 213]}]",2020-10-07 18:50:39
Los Angeles,"@CheriJacobus Trump's insanely stupid form of leadership has caused more unnecessary COVID-19 deaths than all the American terrorism &amp; combat deaths since the Civil War, excluding only WWII.  By years end, the toll of unnecessary COVID-19 deaths may also include American WWII combat deaths.",[],2020-10-07 18:50:36
"New York, NY","New Cornerstone Report: Climate Determinants - Health. we discuss the relationship betw #ClimateChange, socioeconomic status and #health. And of course how #impact #investing can tackle issues holistically. Read here: https://t.co/3vostRdoB3 #ClimateCrisis https://t.co/yBaCAsID3x","[{'text': 'ClimateChange', 'indices': [88, 102]}, {'text': 'health', 'indices': [129, 136]}, {'text': 'impact', 'indices': [156, 163]}, {'text': 'investing', 'indices': [164, 174]}, {'text': 'ClimateCrisis', 'indices': [242, 256]}]",2020-10-07 18:50:34
"San Francisco, CA","#BREAKING: A member of California Gov. @GavinNewsom's office staff tested positive for COVID-19 this week and contact tracing has begun, the office said in a statement. https://t.co/sk6FZ7zMLR","[{'text': 'BREAKING', 'indices': [21, 30]}]",2020-10-07 18:50:33
Chicago,"White House Reverses Course, Approves New FDA COVID-19 Vaccine Guidelines

#biospace #lifesciences #biotechnology #pharmaceuticals #clinicaltrials #COVID-19 #coronavirus #pandemic #COVID19 #treatment #vaccine #whitehouse #FDA

https://t.co/jqmH7F37aw","[{'text': 'biospace', 'indices': [89, 98]}, {'text': 'lifesciences', 'indices': [99, 112]}, {'text': 'biotechnology', 'indices': [113, 127]}]",2020-10-07 18:50:28
New York City,"The President's tweet saying, ""Don't be afraid of Covid. Don't let it dominate your life,"" left many friends and families of Covid-19 victims disgusted and angered. https://t.co/8sYrxIUKVX",[],2020-10-07 18:50:21
"New York, NY","@SVNewsAlerts @andrewcuomo Protest mask and lock down while your community is blazing with new COVID-19 cases. 
Wear the mask = lower cases 
Don't wear mask = higher cases &gt;&gt; Lock down",[],2020-10-07 18:50:20
Detroit/Los Angeles,"Some scientists claim that the spread of COVID-19 was caused by trafficking in pangolins, an endangered scaly mammal that lives in sub-Saharan Africa and South Asia. But Lin May Saeed created her pangolin sculpture months before this theory was developed. https://t.co/TEQemA695f https://t.co/xysZIg9gWi",[],2020-10-07 18:50:15
"Miami, FL",Y’all be messing with people that’ll tell ya business soon as you turn around.. #SocialDistancing,"[{'text': 'SocialDistancing', 'indices': [80, 97]}]",2020-10-07 18:50:07
New York City,"As Covid-19 Looms, Some Workers Face Loss of Health Insurance 

https://t.co/TpqkaptioV",[],2020-10-07 18:50:06
"New York, USA","4) “most vulnerable COVID-19 patients and I urge all Wisconsinites to step up to help these folks by staying home as much as possible so we can flatten the curve, prevent hospitalizations, and save lives.”",[],2020-10-07 18:50:03
"Los Angeles, CA","Los Angeles Unified schools probably won't reopen this year, LAUSD Superintendent @AustinLASchools  touted the COVID-19 testing system created by district officials. https://t.co/uRs8HMiVGX",[],2020-10-07 18:50:02
New York,"Our thoughts are with those who have been affected by Covid-19 and we hope you and your family remain safe and healthy. For more. As an online business, we are able to conduct business as usual. Learn more: https://t.co/4qdTYfER5R",[],2020-10-07 18:50:02
Los Angeles / Heart in Mexico ,Read my latest for @TheCounter: Stressed-out restaurant workers forced to play public health police during the pandemic https://t.co/zcRjXkWwYb,[],2020-10-07 18:50:01
"New York, NY","CLINTON WASHINGTON, 40, of the Bronx, New York, died of COVID-19 on May 6. 

""When he passed, he was working as a client advocate, fighting injustice by offering support to court-involved individuals, empowering them to fight for their own emancipation.""

https://t.co/omYUcY27SM https://t.co/KrIzcW7XAg",[],2020-10-07 18:50:01
San Francisco Bay Area,Staff member for Gov. Gavin Newsom tests positive for COVID-19 https://t.co/kOY4ZD3aIB,[],2020-10-07 18:50:00
"Los Angeles, CA",Northern California evangelical college tied to spike in COVID-19 cases https://t.co/vVsSJ1Dsr4,[],2020-10-07 18:50:00
"New York, USA","Are any of the many White House officials infected with COVID-19 treating their disease with hydroxychloroquine? You know, the treatment recommended incessantly by Fox evening show hosts for the average American? If not, have any apologized for pushing that ""treatment"" before?",[],2020-10-07 18:49:57
"los angeles, ca.","Staff member in California Gov. Gavin Newsom's office tests positive for COVID-19, via @philwillon  https://t.co/MQmalNTAB7",[],2020-10-07 18:49:57
"New York, USA",3) Gov. Evers. “This alternative care facility will take some of the pressure off our healthcare facilities while expanding the continuum of care for folks who have COVID-19. I want to thank the many frontline healthcare workers and first responders who are caring for our...”,[],2020-10-07 18:49:56
los angeles,"At least 138,000 people incarcerated in the US have tested positive for COVID-19.
https://t.co/bTjjpq5vlp",[],2020-10-07 18:49:50
"San Francisco, CA","When I wrote ""Evidence over Hysteria: COVID-19"" in March, I was accused of mislabeling people as ""hysterics"".

At least now they just admit the obvious.

For them, an apt description is ""Hysteria over Evidence: COVID-19"". https://t.co/u7u3tDl0X5",[],2020-10-07 18:49:48
"Los Angeles, CA","Dr. Robert Wachter on Pres. Trump's Covid-19 diagnosis and its potential effects:

""It certainly is possible ... that there is alterations in his thinking and his judgment, and he should be assessed for that by someone who is other than him.""
https://t.co/FXV8Akh8sI",[],2020-10-07 18:49:45
"Los Angeles, CA","Mike Pence, The Head of The Covid-19 response team, does not want a Plexiglass Patrician between himself and Kamala Harris at tomorrow nights debate.

WTF????
are these people all idiots????",[],2020-10-07 18:49:43
"Los Angeles, CA","On a personal note, @DougJones during a briefing today was asked about Trump's comments about not letting COVID-19 dominate your life. I got in a question as well, but Jones paused to bring up my father's passing. I'll share what he said here, since it won't be in my story.",[],2020-10-07 18:49:42
"New York, USA","2) Solemn words by @GovEvers: “We hoped this day wouldn’t come, but unfortunately, Wisconsin is in a much different, more dire place today and our healthcare systems are beginning to become overwhelmed by the surge of COVID-19 cases,”",[],2020-10-07 18:49:42
New York City,"in 3 years this woman steered NZ through a horrific terrorist attack, showing empathy and compassion; a devastating volcanic eruption; and handled COVID-19 perfectly. she really is absolutely remarkable. 👏 https://t.co/usriPoU8Gr",[],2020-10-07 18:49:41
"Chicago, IL","Illinois surpasses 6 million COVID-19 tests, as state reports second highest death toll in three months https://t.co/fUXW0iOTQX",[],2020-10-07 18:49:40
"New York, NY","The special treatment 45 received to access an experimental COVID-19 drug raises fairness issues that start with the flawed health care system many Americans endure
#ONEV1  https://t.co/YvTWYgts1i",[],2020-10-07 19:09:15
Chicago,"It's pretty clear now that Trump hadn't been tested for *many* weeks at the time he became America's most infamous COVID-19 super-spreader. The White House cancelling all contact tracing, hiding testing data, lying about Trump's condition—everyone knows what this is: a cover-up. https://t.co/25JTS8e2dm",[],2020-10-07 19:09:14
"Los Angeles, CA","How do you go from COVID-19 positive to no symptoms in 5 1/2 days?

I really don’t believe a single thing from anyone reporting on Trump and COVID-19.

#TrumpPandemic","[{'text': 'TrumpPandemic', 'indices': [152, 166]}]",2020-10-07 19:09:10
"Chicago (Albany Park), IL",@bgittleson @BMorgenstern45 Lying about #coronavirus is violence that kills people.,"[{'text': 'coronavirus', 'indices': [40, 52]}]",2020-10-07 19:09:10
"Miami, FL","In early August, Miami-Dade set aside $100M in federal Cares Act funds for cities from $474M it got from the state.

As of last week, the county had only cleared 0.3% -- $295,230 -- for payout. All Cares Act funds unspent by Dec. 31 must go back to DC.
https://t.co/qCg8sFYBlX",[],2020-10-07 19:09:09
"miami, florida","We agree with @SpeakerPelosi: the #VPDebate should focus on healthcare, healthcare and healthcare. #MikePence must explain his record on the #Coronavirus task force and why the administration is working overtime to destroy the #AffordableCareAct. https://t.co/pLIayTqZdl","[{'text': 'VPDebate', 'indices': [44, 53]}, {'text': 'MikePence', 'indices': [109, 119]}]",2020-10-07 19:09:03
"Los Angeles, California","@KsIrishRed @FeralMinette @noodpoodle @OLittleNana @SarahTaber_bww @Yi_Sun_Shin @ashleymarinep @KataraPiujuq After Meat Workers Die of Covid-19, Families Fight for Compensation https://t.co/FPyRApPISE haha so funny",[],2020-10-07 19:09:02
San Francisco | Seattle,How The #Tech-Driven Pandemic Response Is Revolutionizing The #Health Care Industry https://t.co/I1x6yJPnfP #technology #Healthcare #HealthTech #health #AI #telemedicine #ArtificialIntelligence https://t.co/I07CsPduq4,"[{'text': 'Tech', 'indices': [8, 13]}, {'text': 'Health', 'indices': [62, 69]}, {'text': 'technology', 'indices': [108, 119]}, {'text': 'Healthcare', 'indices': [120, 131]}, {'text': 'HealthTech', 'indices': [132, 143]}, {'text': 'health', 'indices': [144, 151]}, {'text': 'AI', 'indices': [152, 155]}, {'text': 'telemedicine', 'indices': [156, 169]}, {'text': 'ArtificialIntelligence', 'indices': [170, 193]}]",2020-10-07 19:09:01
Chicago,Now live: Work Law Under COVID-19 (https://t.co/Cj7054An3k) – an evolving/updating web book of short essays - edited by @WorkLawProf and I - on how COVID-19 has affected the law of work thus far. Contributors include:  1/,[],2020-10-07 19:09:01
Los Angeles and Detroit,About 1 in 5 Latino &amp; Black families with children did not have enough food to eat at last one week over the summer. The disproportionate health and economic impacts of #COVID19 on Latino &amp; Black communities likely exacerbated food insecurity. https://t.co/eDsMEGOBiF @NRCHispanic,[],2020-10-07 19:08:58
"New York, USA","Dr. Fauci says 400K Americans may die from COVID-19 if action isn't taken this fall and winter. To put that in perspective: 400K is the total # of Americans buried at Arlington National Cemetery since the 1860s. We can do better.  We must do better.
https://t.co/NqGRK1HnF8",[],2020-10-07 19:08:58
"Los Angeles, CA",COVID-19 will have lasting impacts on both the business and cybersecurity. Check out our latest survey to learn what security leaders are saying. #BeCyberSmart #PwCCyber #CyberSecurity https://t.co/QVUFCxGN0v,"[{'text': 'BeCyberSmart', 'indices': [146, 159]}, {'text': 'PwCCyber', 'indices': [160, 169]}, {'text': 'CyberSecurity', 'indices': [170, 184]}]",2020-10-07 19:08:55
"Miami, FL","@maggieNYT Hopefully Kamala will have family members of the 200K dead Americans that were taken by Covid-19 and by ""broad shoulders"".",[],2020-10-07 19:08:54
"999 NE 125th St, North Miami","Despite the challenges COVID-19 has posed, people are still buying and selling. For-purchase mortgage applications sat 27% above last year’s numbers in the third week of August.

#mortgages #finance #economy","[{'text': 'mortgages', 'indices': [179, 189]}, {'text': 'finance', 'indices': [190, 198]}, {'text': 'economy', 'indices': [199, 207]}]",2020-10-07 19:08:46
"Evanston, IL Chicago, IL Atlanta, GA","1/ “Someone passing me on the street cannot see that my spine curls around my lungs and reduces my ability to fight respiratory infections.”
 
Beyond proud to share my first piece for @statnews, about how to fight systemic ableism in #LongCovid

https://t.co/Kr5DEUScms",[],2020-10-07 19:08:44
"Chicago, IL","The Trump campaign is encouraging female supporters to organize ""MAGA Meet Ups."" 😳 
https://t.co/matZBXbK5V",[],2020-10-07 19:08:44
"Los Angeles, CA","in 3 years this woman steered NZ through a horrific terrorist attack, showing empathy and compassion; a devastating volcanic eruption; and handled COVID-19 perfectly. she really is absolutely remarkable. 👏 https://t.co/usriPoU8Gr",[],2020-10-07 19:08:40
"Albany, New York","We agree with @SpeakerPelosi: the #VPDebate should focus on healthcare, healthcare and healthcare. #MikePence must explain his record on the #Coronavirus task force and why the administration is working overtime to destroy the #AffordableCareAct. https://t.co/pLIayTqZdl","[{'text': 'VPDebate', 'indices': [44, 53]}, {'text': 'MikePence', 'indices': [109, 119]}]",2020-10-07 19:08:40
"Chicago, IL",@kizomba_aq_it @ProjectLincoln What sickness you talking about? Obviously Covid-19 hasn’t stopped the garbage from spitting diarrhea so not sure what you are talking about.,[],2020-10-07 19:08:37
Chicago - Illinois,"It's pretty clear now that Trump hadn't been tested for *many* weeks at the time he became America's most infamous COVID-19 super-spreader. The White House cancelling all contact tracing, hiding testing data, lying about Trump's condition—everyone knows what this is: a cover-up. https://t.co/25JTS8e2dm",[],2020-10-07 19:08:35
"San Francisco, Bay Area","Let’s talk with @caplannfl about all the latest in the NFL corralling COVID-19, the #49ers loss to the Eagles, and how San Francisco’s injury outlook is over the next few weeks. 

Listen ⬇️⬇️

https://t.co/e9iTvmvKBD","[{'text': '49ers', 'indices': [105, 111]}]",2020-10-07 19:08:35
"San Francisco, Bay Area","Let’s talk with @caplannfl about all the latest in the NFL corralling COVID-19, the #49ers loss to the Eagles, and how San Francisco’s injury outlook is over the next few weeks. 

Listen ⬇️⬇️

https://t.co/e9iTvmvKBD","[{'text': '49ers', 'indices': [84, 90]}]",2020-10-07 19:08:26
New York,"This is the second time @19Documenting @BrownInstitute has obtained confidential COVID-19 outbreak data, this time from Illinois. The first was from Kansas, which later changed course and began releasing it.

Experts agree: Coronavirus outbreak data should be released by states. https://t.co/21AoJlEXyl",[],2020-10-07 19:08:22
